嚙踝蕭嚙踝蕭嚙踝蕭,嚙踝蕭嚙踝蕭,嚙踝蕭嚙踝蕭嚙踝蕭(嚙篇嚙瞌),嚙罷嚙盤嚙踝蕭,嚙諒堆蕭嚙踝蕭,嚙諒低嚙踝蕭,嚙踝蕭嚙盤嚙踝蕭,嚙踝蕭嚙稷嚙踝蕭,嚙踝蕭嚙稷%,嚙踝蕭嚙踝蕭q,嚙踝蕭嚙踝蕭嚙,嚙踝蕭嚙磋嚙瞑嚙踝蕭嚙踝蕭嚙踝蕭,嚙諒恬蕭怢庤R嚙踝蕭,嚙諒恬蕭怢彖嚙踝蕭,嚙踝蕭嚙緞嚙諒堆蕭嚙踝蕭,嚙踝蕭嚙緞嚙諒低嚙踝蕭,嚙瞌嚙稻嚙稽嚙確嚙踝蕭嚙踝蕭嚙褓堆蕭嚙踝蕭嚙,嚙踝蕭嚙踝蕭优q,嚙踝蕭嚙緣嚙踝蕭璁∴蕭e嚙磊嚙踝蕭嚙踝蕭q
2017/5/16,SPF,201706,2393.25,2401.5,2389,2400.5,9.25,0.39%,612,-,-,2399.75,2401.25,2401.5,2389,,嚙盤嚙踝蕭,
2017/5/16,SPF,201709,2396.25,2396.25,2394.25,2395,6.75,0.28%,12,2395,22,2394,2394.5,2398,2386.5,,嚙瑾嚙踝蕭,
2017/5/16,SPF,201709,2391,2398,2386.5,2397,8.75,0.37%,321,-,-,2227.25,2405,2398,2386.5,,嚙盤嚙踝蕭,
2017/5/16,SPF,201712,-,-,-,-,-,-,0,2392,0,2385.5,2398,2392,2385,,嚙瑾嚙踝蕭,
2017/5/16,SPF,201712,2386,2392,2385,2392,6,0.25%,108,-,-,2230,2550,2392,2385,,嚙盤嚙踝蕭,
2017/5/16,SPF,201803,-,-,-,-,-,-,0,2392.25,0,2375.5,2398,-,-,,嚙瑾嚙踝蕭,
2017/5/16,SPF,201803,-,-,-,-,-,-,0,-,-,2230,2550,-,-,,嚙盤嚙踝蕭,
2017/5/16,SPF,201806,-,-,-,-,-,-,0,2393.25,0,2365.5,2394,-,-,,嚙瑾嚙踝蕭,
2017/5/16,SPF,201806,-,-,-,-,-,-,0,-,-,2230,2409,-,-,,嚙盤嚙踝蕭,
2017/5/17,SPF,201706,2388.75,2388.75,2381.25,2384,-13.25,-0.55%,79,2384,103,2382.5,2383.25,2404,2381.25,,嚙瑾嚙踝蕭,
2017/5/17,SPF,201706,2397.5,2404,2395.25,2397.25,0,0.00%,378,-,-,2396,2402,2404,2389,,嚙盤嚙踝蕭,
2017/5/17,SPF,201709,2380.75,2380.75,2380.75,2380.75,-14.25,-0.59%,1,2380.75,24,2380,2380.5,2399,2380.75,,嚙瑾嚙踝蕭,
2017/5/17,SPF,201709,2395,2399,2393.25,2396.25,1.25,0.05%,128,-,-,2390,2405,2399,2386.5,,嚙盤嚙踝蕭,
2017/5/17,SPF,201712,-,-,-,-,-,-,0,2378.75,0,2374.25,2382.25,2392,2385,,嚙瑾嚙踝蕭,
2017/5/17,SPF,201712,2392,2392,2392,2392,0,0.00%,10,-,-,2388,2401,2392,2385,,嚙盤嚙踝蕭,
2017/5/17,SPF,201803,-,-,-,-,-,-,0,2379,0,2366.25,2381.25,-,-,,嚙瑾嚙踝蕭,
2017/5/17,SPF,201803,-,-,-,-,-,-,0,-,-,2380.5,2401,-,-,,嚙盤嚙踝蕭,
2017/5/17,SPF,201806,-,-,-,-,-,-,0,2380,0,2356.25,2377.25,-,-,,嚙瑾嚙踝蕭,
2017/5/17,SPF,201806,-,-,-,-,-,-,0,-,-,2370.5,2397,-,-,,嚙盤嚙踝蕭,
2017/5/18,SPF,201706,2358.5,2364.75,2326.5,2361.5,-22.5,-0.94%,260,2361.5,254,2361.5,2362,2404,2326.5,,嚙瑾嚙踝蕭,
2017/5/18,SPF,201706,2382.25,2388.5,2356.5,2356.5,-27.5,-1.15%,588,-,-,2301,2370.5,2404,2356.5,,嚙盤嚙踝蕭,
2017/5/18,SPF,201709,2359.75,2359.75,2358.75,2359.25,-21.5,-0.90%,33,2359.25,53,2358.75,2359.25,2399,2358.75,,嚙瑾嚙踝蕭,
2017/5/18,SPF,201709,2382,2383.25,2360,2360,-20.75,-0.87%,262,-,-,2267,2367,2399,2360,,嚙盤嚙踝蕭,
2017/5/18,SPF,201712,-,-,-,-,-,-,0,2356.25,0,2352.5,2359,2392,2378,,嚙瑾嚙踝蕭,
2017/5/18,SPF,201712,2378,2378,2378,2378,-0.75,-0.03%,10,-,-,2291,2369.5,2392,2378,,嚙盤嚙踝蕭,
2017/5/18,SPF,201803,2342.75,2342.75,2342.75,2342.75,-36.25,-1.52%,1,2352.25,1,2347.5,2357,2342.75,2342.75,,嚙瑾嚙踝蕭,
2017/5/18,SPF,201803,-,-,-,-,-,-,0,-,-,2283,2368.5,-,-,,嚙盤嚙踝蕭,
2017/5/18,SPF,201806,2332.75,2332.75,2332.75,2332.75,-47.25,-1.99%,1,2347.25,1,2339.5,2355,2332.75,2332.75,,嚙瑾嚙踝蕭,
2017/5/18,SPF,201806,-,-,-,-,-,-,0,-,-,2273,2365.5,-,-,,嚙盤嚙踝蕭,
2017/5/19,SPF,201706,2364,2364.75,2361.5,2364,2.5,0.11%,45,2364,293,2364,2364.75,2404,2326.5,,嚙瑾嚙踝蕭,
2017/5/19,SPF,201706,2364.5,2368.75,2345.5,2356.5,-5,-0.21%,707,-,-,2356.5,2365.75,2404,2326.5,,嚙盤嚙踝蕭,
2017/5/19,SPF,201709,2357,2362,2357,2359.5,0.25,0.01%,4,2361.25,54,2361,2361.75,2399,2343.5,,嚙瑾嚙踝蕭,
2017/5/19,SPF,201709,2362,2363.75,2343.5,2363.25,4,0.17%,585,-,-,2350.25,2369.75,2399,2343.5,,嚙盤嚙踝蕭,
2017/5/19,SPF,201712,-,-,-,-,-,-,0,2358.75,0,2353,2361.75,2392,2378,,嚙瑾嚙踝蕭,
2017/5/19,SPF,201712,-,-,-,-,-,-,0,-,-,2345.5,2362.75,2392,2378,,嚙盤嚙踝蕭,
2017/5/19,SPF,201803,-,-,-,-,-,-,0,2354.75,1,2348,2358,2342.75,2342.75,,嚙瑾嚙踝蕭,
2017/5/19,SPF,201803,-,-,-,-,-,-,0,-,-,2340.5,2359.75,2342.75,2342.75,,嚙盤嚙踝蕭,
2017/5/19,SPF,201806,-,-,-,-,-,-,0,2349.75,1,2340,2356,2332.75,2332.75,,嚙瑾嚙踝蕭,
2017/5/19,SPF,201806,-,-,-,-,-,-,0,-,-,2332.5,2357.75,2332.75,2332.75,,嚙盤嚙踝蕭,
2017/5/22,SPF,201706,2380,2384,2380,2383.75,19.75,0.84%,24,2383.75,328,2383.5,2384,2404,2326.5,,嚙瑾嚙踝蕭,
2017/5/22,SPF,201706,2365.25,2384.75,2365.25,2379.75,15.75,0.67%,276,-,-,2378.25,2379.5,2404,2326.5,,嚙盤嚙踝蕭,
2017/5/22,SPF,201709,2379.25,2380,2379.25,2380,18.75,0.79%,2,2380,55,2380.5,2381.75,2399,2343.5,,嚙瑾嚙踝蕭,
2017/5/22,SPF,201709,2366.5,2377,2366.25,2377,15.75,0.67%,109,-,-,2372.25,2379.75,2399,2343.5,,嚙盤嚙踝蕭,
2017/5/22,SPF,201712,-,-,-,-,-,-,0,2378.5,0,2374.5,2381,2392,2378,,嚙瑾嚙踝蕭,
2017/5/22,SPF,201712,-,-,-,-,-,-,0,-,-,2367.25,2376.5,2392,2378,,嚙盤嚙踝蕭,
2017/5/22,SPF,201803,-,-,-,-,-,-,0,2374.5,1,2369.5,2377.25,2342.75,2342.75,,嚙瑾嚙踝蕭,
2017/5/22,SPF,201803,-,-,-,-,-,-,0,-,-,2362.25,2373.5,2342.75,2342.75,,嚙盤嚙踝蕭,
2017/5/22,SPF,201806,-,-,-,-,-,-,0,2369.5,1,2362.5,2375.25,2332.75,2332.75,,嚙瑾嚙踝蕭,
2017/5/22,SPF,201806,-,-,-,-,-,-,0,-,-,2356.25,2371.5,2332.75,2332.75,,嚙盤嚙踝蕭,
2017/5/23,SPF,201706,2389.75,2391,2388.75,2389.5,5.75,0.24%,21,2389.5,369,2389,2389.25,2404,2326.5,,嚙瑾嚙踝蕭,
2017/5/23,SPF,201706,2371.5,2392,2371.5,2392,8.25,0.35%,126,-,-,2388.5,2392,2404,2326.5,,嚙盤嚙踝蕭,
2017/5/23,SPF,201709,2386.75,2386.75,2386.5,2386.75,6.75,0.28%,3,2386.75,58,2386,2387,2399,2343.5,,嚙瑾嚙踝蕭,
2017/5/23,SPF,201709,2386,2386,2386,2386,6,0.25%,1,-,-,2380.5,2389.75,2399,2343.5,,嚙盤嚙踝蕭,
2017/5/23,SPF,201712,-,-,-,-,-,-,0,2384.25,0,2380,2386.25,2392,2378,,嚙瑾嚙踝蕭,
2017/5/23,SPF,201712,-,-,-,-,-,-,0,-,-,2379.5,2389,2392,2378,,嚙盤嚙踝蕭,
2017/5/23,SPF,201803,-,-,-,-,-,-,0,2380.25,1,2375,2383.25,2342.75,2342.75,,嚙瑾嚙踝蕭,
2017/5/23,SPF,201803,-,-,-,-,-,-,0,-,-,2374.5,2386,2342.75,2342.75,,嚙盤嚙踝蕭,
2017/5/23,SPF,201806,-,-,-,-,-,-,0,2375.25,1,2368,2381.25,2332.75,2332.75,,嚙瑾嚙踝蕭,
2017/5/23,SPF,201806,-,-,-,-,-,-,0,-,-,2367.5,2384,2332.75,2332.75,,嚙盤嚙踝蕭,
2017/5/24,SPF,201706,2395.75,2396.5,2395.5,2396,6.5,0.27%,16,2396,402,2395.75,2396.5,2404,2326.5,,嚙瑾嚙踝蕭,
2017/5/24,SPF,201706,2389,2398.25,2389,2395.25,5.75,0.24%,180,-,-,2394,2398.25,2404,2326.5,,嚙盤嚙踝蕭,
2017/5/24,SPF,201709,-,-,-,-,-,-,0,2393.25,86,2393,2393.75,2399,2343.5,,嚙瑾嚙踝蕭,
2017/5/24,SPF,201709,2390,2394.5,2390,2394.5,7.75,0.32%,80,-,-,2388,2396,2399,2343.5,,嚙盤嚙踝蕭,
2017/5/24,SPF,201712,-,-,-,-,-,-,0,2390.75,0,2386.75,2393.5,2392,2378,,嚙瑾嚙踝蕭,
2017/5/24,SPF,201712,-,-,-,-,-,-,0,-,-,2385,2395.25,2392,2378,,嚙盤嚙踝蕭,
2017/5/24,SPF,201803,-,-,-,-,-,-,0,2386.75,1,2381.75,2390.5,2342.75,2342.75,,嚙瑾嚙踝蕭,
2017/5/24,SPF,201803,-,-,-,-,-,-,0,-,-,2380,2392.25,2342.75,2342.75,,嚙盤嚙踝蕭,
2017/5/24,SPF,201806,-,-,-,-,-,-,0,2381.75,1,2374.75,2388.5,2332.75,2332.75,,嚙瑾嚙踝蕭,
2017/5/24,SPF,201806,-,-,-,-,-,-,0,-,-,2373,2390.25,2332.75,2332.75,,嚙盤嚙踝蕭,
2017/5/25,SPF,201706,2404,2410,2404,2410,14,0.58%,166,2410,485,2410.5,2411,2410,2326.5,,嚙瑾嚙踝蕭,
2017/5/25,SPF,201706,2396.75,2403,2396.75,2402.75,6.75,0.28%,90,-,-,2402.5,2404,2404,2326.5,,嚙盤嚙踝蕭,
2017/5/25,SPF,201709,2400,2405.25,2400,2405.25,12,0.50%,57,2408.25,103,2407.5,2409,2405.25,2343.5,,嚙瑾嚙踝蕭,
2017/5/25,SPF,201709,2396.75,2396.75,2395,2396.25,3,0.13%,6,-,-,2380.25,2400,2399,2343.5,,嚙盤嚙踝蕭,
2017/5/25,SPF,201712,-,-,-,-,-,-,0,2404.75,0,2401.5,2408,2392,2378,,嚙瑾嚙踝蕭,
2017/5/25,SPF,201712,-,-,-,-,-,-,0,-,-,2393.5,2401,2392,2378,,嚙盤嚙踝蕭,
2017/5/25,SPF,201803,-,-,-,-,-,-,0,2400.75,1,2396.5,2405,2342.75,2342.75,,嚙瑾嚙踝蕭,
2017/5/25,SPF,201803,-,-,-,-,-,-,0,-,-,2388.5,2398,2342.75,2342.75,,嚙盤嚙踝蕭,
2017/5/25,SPF,201806,-,-,-,-,-,-,0,2395.75,1,2389.5,2403,2332.75,2332.75,,嚙瑾嚙踝蕭,
2017/5/25,SPF,201806,-,-,-,-,-,-,0,-,-,2381.5,2396,2332.75,2332.75,,嚙盤嚙踝蕭,
2017/5/26,SPF,201706,2416.5,2416.5,2411,2411.5,1.5,0.06%,27,2411.5,483,2411.5,2412.5,2416.5,2326.5,,嚙瑾嚙踝蕭,
2017/5/26,SPF,201706,2410,2416,2406,2413,3,0.12%,138,-,-,2410.5,2416,2416,2326.5,,嚙盤嚙踝蕭,
2017/5/26,SPF,201709,-,-,-,-,-,-,0,2409.75,103,2408.25,2409.75,2411.75,2343.5,,嚙瑾嚙踝蕭,
2017/5/26,SPF,201709,2411.75,2411.75,2411.75,2411.75,3.5,0.15%,1,-,-,2403.5,2414.5,2411.75,2343.5,,嚙盤嚙踝蕭,
2017/5/26,SPF,201712,-,-,-,-,-,-,0,2406.25,0,2402.5,2410.5,2392,2378,,嚙瑾嚙踝蕭,
2017/5/26,SPF,201712,-,-,-,-,-,-,0,-,-,2401.5,2414,2392,2378,,嚙盤嚙踝蕭,
2017/5/26,SPF,201803,-,-,-,-,-,-,0,2402.25,1,2397.5,2407,2342.75,2342.75,,嚙瑾嚙踝蕭,
2017/5/26,SPF,201803,-,-,-,-,-,-,0,-,-,2396.5,2412,2342.75,2342.75,,嚙盤嚙踝蕭,
2017/5/26,SPF,201806,-,-,-,-,-,-,0,2397.25,1,2390.5,2405,2332.75,2332.75,,嚙瑾嚙踝蕭,
2017/5/26,SPF,201806,-,-,-,-,-,-,0,-,-,2389.5,2409,2332.75,2332.75,,嚙盤嚙踝蕭,
2017/5/31,SPF,201706,2412,2412,2410.5,2411.25,-0.25,-0.01%,41,2411.25,504,2410.5,2411.25,2416.5,2326.5,,嚙瑾嚙踝蕭,
2017/5/31,SPF,201706,2412,2415,2408,2410.75,-0.75,-0.03%,97,-,-,2410.75,2414,2416.5,2326.5,,嚙盤嚙踝蕭,
2017/5/31,SPF,201709,2408.75,2408.75,2408.75,2408.75,-1,-0.04%,1,2408.75,103,2407.75,2408.75,2411.75,2343.5,,嚙瑾嚙踝蕭,
2017/5/31,SPF,201709,-,-,-,-,-,-,0,-,-,2401.75,2413.5,2411.75,2343.5,,嚙盤嚙踝蕭,
2017/5/31,SPF,201712,-,-,-,-,-,-,0,2406,0,2401.5,2408.25,2392,2378,,嚙瑾嚙踝蕭,
2017/5/31,SPF,201712,-,-,-,-,-,-,0,-,-,2401.75,2411,2392,2378,,嚙盤嚙踝蕭,
2017/5/31,SPF,201803,-,-,-,-,-,-,0,2402,1,2396.5,2406.25,2342.75,2342.75,,嚙瑾嚙踝蕭,
2017/5/31,SPF,201803,-,-,-,-,-,-,0,-,-,2396.75,2408,2342.75,2342.75,,嚙盤嚙踝蕭,
2017/5/31,SPF,201806,-,-,-,-,-,-,0,2397,1,2389.5,2404.25,2332.75,2332.75,,嚙瑾嚙踝蕭,
2017/5/31,SPF,201806,-,-,-,-,-,-,0,-,-,2389.75,2406,2332.75,2332.75,,嚙盤嚙踝蕭,
嚙踝蕭嚙踝蕭嚙踝蕭,嚙踝蕭嚙踝蕭,嚙踝蕭嚙踝蕭嚙踝蕭(嚙篇嚙瞌),嚙罷嚙盤嚙踝蕭,嚙諒堆蕭嚙踝蕭,嚙諒低嚙踝蕭,嚙踝蕭嚙盤嚙踝蕭,嚙踝蕭嚙稷嚙踝蕭,嚙踝蕭嚙稷%,嚙踝蕭嚙踝蕭q,嚙踝蕭嚙踝蕭嚙,嚙踝蕭嚙磋嚙瞑嚙踝蕭嚙踝蕭嚙踝蕭,嚙諒恬蕭怢庤R嚙踝蕭,嚙諒恬蕭怢彖嚙踝蕭,嚙踝蕭嚙緞嚙諒堆蕭嚙踝蕭,嚙踝蕭嚙緞嚙諒低嚙踝蕭,嚙瞌嚙稻嚙稽嚙確嚙踝蕭嚙踝蕭嚙褓堆蕭嚙踝蕭嚙,嚙踝蕭嚙踝蕭优q,嚙踝蕭嚙緣嚙踝蕭璁∴蕭e嚙磊嚙踝蕭嚙踝蕭q
2017/6/1,SPF,201706,2411.25,2414,2410.5,2413.25,2,0.08%,36,2413.25,488,2412,2413.25,2416.5,2326.5,,嚙瑾嚙踝蕭,
2017/6/1,SPF,201706,2411.5,2416.5,2403.25,2411,-0.25,-0.01%,92,-,-,2404,2411,2416.5,2326.5,,嚙盤嚙踝蕭,
2017/6/1,SPF,201709,2410.5,2410.5,2408.75,2410.5,1.75,0.07%,12,2410.5,96,2409.25,2410.75,2411.75,2343.5,,嚙瑾嚙踝蕭,
2017/6/1,SPF,201709,2410,2410,2404.75,2406.5,-2.25,-0.09%,3,-,-,2398,2407,2411.75,2343.5,,嚙盤嚙踝蕭,
2017/6/1,SPF,201712,-,-,-,-,-,-,0,2408,0,2402,2410.25,2392,2378,,嚙瑾嚙踝蕭,
2017/6/1,SPF,201712,-,-,-,-,-,-,0,-,-,2395,2408,2392,2378,,嚙盤嚙踝蕭,
2017/6/1,SPF,201803,-,-,-,-,-,-,0,2404,1,2397,2408.25,2342.75,2342.75,,嚙瑾嚙踝蕭,
2017/6/1,SPF,201803,-,-,-,-,-,-,0,-,-,2390,2406,2342.75,2342.75,,嚙盤嚙踝蕭,
2017/6/1,SPF,201806,-,-,-,-,-,-,0,2399,1,2389,2406.25,2332.75,2332.75,,嚙瑾嚙踝蕭,
2017/6/1,SPF,201806,-,-,-,-,-,-,0,-,-,2383,2404,2332.75,2332.75,,嚙盤嚙踝蕭,
2017/6/2,SPF,201706,2432.75,2435.75,2432.75,2434.5,21.25,0.88%,19,2434.5,505,2435.25,2435.5,2435.75,2326.5,,嚙瑾嚙踝蕭,
2017/6/2,SPF,201706,2413,2427,2412,2427,13.75,0.57%,83,-,-,2425.5,2430,2427,2326.5,,嚙盤嚙踝蕭,
2017/6/2,SPF,201709,2429,2433.25,2429,2432.25,21.75,0.90%,8,2432.25,104,2432.25,2432.75,2433.25,2343.5,,嚙瑾嚙踝蕭,
2017/6/2,SPF,201709,2411.25,2420,2409.25,2420,9.5,0.39%,47,-,-,2410,2427.5,2420,2343.5,,嚙盤嚙踝蕭,
2017/6/2,SPF,201712,-,-,-,-,-,-,0,2429.25,1,2425.25,2433.5,2419,2378,,嚙瑾嚙踝蕭,
2017/6/2,SPF,201712,2419,2419,2419,2419,11,0.46%,1,-,-,2415.5,2427,2419,2378,,嚙盤嚙踝蕭,
2017/6/2,SPF,201803,-,-,-,-,-,-,0,2425.25,1,2420.25,2431.5,2342.75,2342.75,,嚙瑾嚙踝蕭,
2017/6/2,SPF,201803,-,-,-,-,-,-,0,-,-,2410.5,2425,2342.75,2342.75,,嚙盤嚙踝蕭,
2017/6/2,SPF,201806,-,-,-,-,-,-,0,2420.25,1,2412.25,2429.5,2332.75,2332.75,,嚙瑾嚙踝蕭,
2017/6/2,SPF,201806,-,-,-,-,-,-,0,-,-,2402.5,2423,2332.75,2332.75,,嚙盤嚙踝蕭,
2017/6/3,SPF,201706,2438,2438.25,2432,2436.5,2,0.08%,11,2436.5,495,2435.5,2437,2438.25,2326.5,,嚙瑾嚙踝蕭,
2017/6/3,SPF,201706,2434,2437.75,2427,2437.75,3.25,0.13%,200,-,-,2434.25,2437.25,2437.75,2326.5,,嚙盤嚙踝蕭,
2017/6/3,SPF,201709,2433,2433.75,2433,2433.75,1.5,0.06%,4,2433.75,94,2433.5,2434.25,2433.75,2343.5,,嚙瑾嚙踝蕭,
2017/6/3,SPF,201709,2430.5,2433,2426.25,2430.5,-1.75,-0.07%,109,-,-,2431.25,2436,2433.25,2343.5,,嚙盤嚙踝蕭,
2017/6/3,SPF,201712,-,-,-,-,-,-,0,2431.25,1,2425.5,2435,2419,2378,,嚙瑾嚙踝蕭,
2017/6/3,SPF,201712,-,-,-,-,-,-,0,-,-,2424.25,2435.25,2419,2378,,嚙盤嚙踝蕭,
2017/6/3,SPF,201803,-,-,-,-,-,-,0,2427.25,1,2420.5,2428.5,2342.75,2342.75,,嚙瑾嚙踝蕭,
2017/6/3,SPF,201803,-,-,-,-,-,-,0,-,-,2419.25,2432.25,2342.75,2342.75,,嚙盤嚙踝蕭,
2017/6/3,SPF,201806,-,-,-,-,-,-,0,2422.25,1,2411.5,2426.5,2332.75,2332.75,,嚙瑾嚙踝蕭,
2017/6/3,SPF,201806,-,-,-,-,-,-,0,-,-,2411.25,2429,2332.75,2332.75,,嚙盤嚙踝蕭,
2017/6/5,SPF,201706,2434,2435.75,2434,2435.75,-0.75,-0.03%,6,2435.75,492,2435.75,2436.25,2438.25,2326.5,,嚙瑾嚙踝蕭,
2017/6/5,SPF,201709,2432.5,2432.75,2432.5,2432.75,-1,-0.04%,2,2432.75,94,2432.25,2433.25,2433.75,2343.5,,嚙瑾嚙踝蕭,
2017/6/5,SPF,201712,-,-,-,-,-,-,0,2430.5,1,2425.75,2434.25,2419,2378,,嚙瑾嚙踝蕭,
2017/6/5,SPF,201803,-,-,-,-,-,-,0,2426.5,1,2420.75,2432.25,2342.75,2342.75,,嚙瑾嚙踝蕭,
2017/6/5,SPF,201806,-,-,-,-,-,-,0,2421.5,1,2411.75,2430.25,2332.75,2332.75,,嚙瑾嚙踝蕭,
2017/6/6,SPF,201706,2434.5,2434.5,2432,2432,-3.75,-0.15%,23,2432,479,2432,2432.75,2439.5,2326.5,,嚙瑾嚙踝蕭,
2017/6/6,SPF,201706,2435.75,2439.5,2433.75,2433.75,-2,-0.08%,20,-,-,2433.25,2434.5,2439.5,2326.5,,嚙盤嚙踝蕭,
2017/6/6,SPF,201709,2430.25,2430.25,2429.75,2429.75,-3,-0.12%,24,2429.75,72,2429.25,2430,2435.5,2343.5,,嚙瑾嚙踝蕭,
